"Hosomaki",""
"Huckleberry Fritter",""
"Kelpy Crab Roll",""
"Loaded Taro Fries",""
"Millionaires Salad",""
"Mochi",""
"Phad Thai",""
"Poke Bowl",""
"Pupusas",""
"Rice Flour",""
"Rice Noodles",""
"Roast Pumpkin",""
"Seeded Camas Roll",""
"Sensuous Sea Pizza",""
"Shark Fillet Soup",""
"Smooth Gut Noodle Roll",""
"Spiky Roll",""
"Sun Butter",""
"Sun Cheese",""
"Taro Fries",""
"Tasty Tropical Pizza",""
"Worldly Donut",""
"CO2 Canister",""
"Composite Lumber Dresser",""
"Large Bath Mat",""
"Nylon Futon Bed",""
"Nylon Futon Couch",""
"Small Bath Mat",""
"Students Desk T1",""
"Students Desk T2",""
"Students Desk T3",""
"Teachers Desk T1",""
"Teachers Desk T2",""
"Teachers Desk T3",""
"Towel Rack",""
"Upholstered Chair",""
"Upholstered Couch",""
"actor",""
"Actors related commands",""
"Uses wind to produce electrical power. Requires clear space for 10 blocks in front of the blades for full power generation. Gains a small output boost when placed at higher elevations.",""
"Uses wind to produce mechanical power. Requires clear space for 10 blocks in front of the blades for full power generation. Gains a small output boost when placed at higher elevations.",""
"Uses the power of flowing water to produce mechanical power. Must be placed in fresh water and produces double power when placed in both a river and waterfall.",""
"Like a couch, but upholstered.",""
"Like a chair, but upholstered.",""
"A wooden hanging rack designed for towels.",""
"Hanger",""
"Generates electrical power from the sun! Requires a clear view of the sky above the generator for full output. Internal batteries ensure generation during nighttime.",""
"A small bath mat when a normal rug does not cover your bathroom needs.",""
"A modern styled couch with a classic touch.",""
"A classic futon for when regular beds are too soft.",""
"A large bath mat reduces risks of slipping on wet floors in the bathroom.",""
"Dresser","Dulap"
"Sunflower Oil","Ulei de floarea soarelui"
"Sand Concentrate Lv3","Concentrat de nisip Lv3"
"Sand Concentrate Lv2","Concentrat de nisip Lv2"
"Clean Moon Jellyfish","Meduze de lună curată"
"Understand this, and you will understand a lot.","Înțelegeți acest lucru și veți înțelege multe."
"To some it is tasty. To others, unforgivable.","Pentru unii este gustos. Pentru alții, de neiertat."
"Crispy strips of taro that have been deep fried in oil.","Benzi crocante de taro care au fost prăjite în ulei."
"A plant whose seeds are quite versitile in their use further processed.","O plantă ale cărei semințe sunt destul de versatile în utilizarea lor procesate în continuare."
"Cheesy yet not made in a traditional way.","Brânză, dar nu realizată într-un mod tradițional."
"Spikes are definitely removed before serving.",""
"These noodle rolls look VERY smooth.",""
"A texture all of its own.",""
"The chewyness is unreal.",""
"Seeds sprinkled on a roll made from rice, fiddleheads and camas paste.",""
"Sweet but a suprising source of vitamins.",""
"Noodles made from delicious milled white grains.",""
"Comforting, best served hot from the griddle",""
"A basic yet filling meal with a bite.",""
"They make you full, and proud.",""
"Watch your hands!",""
"A decadent yet healthy assemblage.",""
"Taro Fries with extra everything.",""
"Pieces of crab on a bed of rice rolled up and covered in kelp.",""
"Fried and sweet.",""
"A simple sushi roll consisting of rice and fish tightly wrapped with seaweed.",""
"When you feel nostalgic and miss that cozy hometown feeling.",""
"Deep-fried fish served with a side of taro chips.",""
"Leaves you full and lively.",""
"A thick stew loaded with clams and taro root.",""
"Who says food can't be fun?",""
"The small sprouts from a grown bean plant.",""
"Wrap the pancakes in the greens, then dip.",""
"A healthy and cozy meal for those cold days.",""
"Sweet and savory...it doesn't have to be an Agouti.",""
"A cotton bandana that is great for keeping the hair out of your face and acts as a sweat band.",""
"A simple white shirt with a tie and a colorable vest.",""
"Reinforced pants for exploring but still be fashionable.",""
"A classic adventuring hat protecting you from the unknown.",""
"Sturdy gloves comfortably lined with cotton for extra insulation against the elements.",""
"Boots with rubber soles and thermal insulation for comfort yet still be durabable.",""
"A smooth leather belt with a simple buckle design to not get caught in branches while exploring.",""
"Simple low indoors working shoes helps avoiding slipping on wet surfaces in a large kitchen.",""
"A clean Chef's shirt to spot all the spots.",""
"Checkered style pants for hiding the truths of working in a kitchen.",""
"To keep your hair in one place while stirring the pots.",""
"Spawns SkillScrolls items",""
"Spawns Clothing items",""
"Craving Satisfied for {0}:",""
"Room Category",""
"xp/day",""
"Remaining Work",""
"Perform {0} on {1} at {2}",""
"{0} still owes {1} a total amount of {2}. Debt can be paid in the Economy Viewer.",""
"Force a given number of players to be active, creating the users if there are not enough",""
"Fine",""
"Can't claim deed with 0 sides",""
"Occupancy rule of type {0} already exists.",""
"You have not eaten this food lately.",""
"Fertilize",""
"The space in front of the Wind Generator is {0} clear, allowing it to generate {1}w. Due to height above sea level, the base power of {2}w was boosted by {3}.",""
"The Wind Generator requires a clear space in front of it to operate.",""
"Waterwheel is generating {0}w due to {1} (",""
"River",""
"Waterfall",""
"being in flowing water.",""
"Achievements Available",""
"List the achievements available.",""
"Save corrupted and no valid backup was found",""
"Backup was forcefully created due to migration.",""
"Item Distribution",""
"A tax taken from citizens applied on sales in a store (buying or selling).",""
"A tax taken from citizens when crafting anything.",""
"A tax taken from citizens when a contract is paid.",""
"Regulator",""
"PluginModules",""
"too hungry",""
"You can't use emotes while mounted.",""
"You can't use emotes while working.",""
"You can't use emotes with current tool.",""
"You can't use emotes while swimming.",""
"You can't use emotes while in mid air.",""
"Should the settlement system be used, or should the old style be set? (Note: this system is not finished yet and is currently disabled","Ar trebui folosit sistemul de decontare sau ar trebui să fie stabilit stilul vechi? (Notă: acest sistem nu este încă finalizat și este dezactivat în prezent"
"chatClient",""
"?",""
"knock","bate"
"cheer","ridica moralul"
"doh",""
"oops",""
"facepalm","palma peste fata"
"shame","rușine"
"laugh","a rade"
"lol",""
"yuck",""
"stinky","imputit"
"nope","nu"
"gross","brut"
"lie","minciună"
"liedown","intinde-te"
"lay","întinde"
"laydown","culcă"
"sleep","dormi"
"dance1","dans1"
"dance2","dans2"
"Cannot call function {0} from {1}, it requires a in-game user.","Nu se poate apela funcția {0} din {1}, necesită un utilizator din joc."
"Could not add chat command '{0}': Chat command method must be static.","Nu s-a putut adăuga comanda de chat '{0}': Metoda de comandă de chat trebuie să fie statică."
"Could not add chat command \'/{0}\': invalid parameter type '{1}' of {2} argument.","Nu s-a putut adăuga comanda de chat \'/{0}\': tip de parametru nevalid '{1}' de {2} argument."
"Warning: Calories at zero, only base XP is being gained!","Avertisment: Calorii la zero, se câștigă doar XP de bază!"
"Warning: Waste at maximum, food digestion stopped and only base XP is being gained!","Atenție: deșeuri la maximum, digestia alimentelor oprită și se obține doar XP de bază!"
"Removing empty deed: ""{0}"" id[{1}]","Eliminarea actului gol: ""{0}"" id[{1}]"
"using {4}{5}","folosind {4}{5}"
"You must specialize in this skill before you can level it up.","Trebuie să vă specializați în această abilitate înainte de a o putea ridica la nivel."
"Legacy Cart Controls","Controale pentru coșul moștenit"
"Allows carts to be controlled by mouse in addition to keys. Also returns old way of carts behavior as it was in earlier versions.","Permite controlarea căruțelor de către mouse în plus față de taste. De asemenea, returnează comportamentul vechi al comportamentului căruțelor, așa cum era în versiunile anterioare."
"addpointsto","adăugați puncte la"
"addpoint","punct suplimentar"
"removepointsfrom","eliminați punctele din"
"removepoint","îndepărtați punctul"
"Remove skillpoints from another player. Removes from yourself if target user is empty","Eliminați punctele de îndemânare de la un alt jucător. Eliminat de la dvs. dacă utilizatorul țintă este gol"
"addlevelto","adaugă nivel la"
"addlevel","adaugă nivel"
"Gives levels to another player. Gives to yourself if target user is empty","Oferă niveluri unui alt jucător. Vă oferă dvs. dacă utilizatorul țintă este gol"
"removelevelfrom","elimina nivelul din"
"removelevel","eliminați nivelul"
"Removes levels from another player. Removes from yourself if target user is empty","Eliminați nivelurile de la un alt jucător. Eliminat de la dvs. dacă utilizatorul țintă este gol"
"Ground Pollution Spread","Răspândirea poluării solului"
"Air Pollution Spread","Răspândirea poluării aerului"
"Constructed Space","Spațiu construit"
"Taiga Biome",""
"Version","Versiune"
"Toggle Cursor","Comutați cursorul"
"Vehicle Scoop Rotate","Rotiți Scoopul vehiculului"
"Skid Steer Scoop Rotate","Rotiți Skid Steer Scoop"
"Crane Rope Length","Lungimea frânghiei macaralei"
"Camera Behavior","Comportamentul camerei"
"Increases the tier requirement of tables by 0.2, but reduces the resources needed by 5 percent.(Only applies to claimed workstations)","Crește cerința de nivel pentru tabele cu 0,2, dar reduce resursele necesare cu 5%. (Se aplică numai stațiilor de lucru revendicate)"
"Lowers the tier requirement of related tables by 0.2.(Only applies to claimed workstations)","Reduce cerința de nivel a tabelelor aferente cu 0,2. (Se aplică numai stațiilor de lucru revendicate)"
"You gave {0} specialty points to {1}","Ai dat {0} punctele de specialitate către {1}"
"You removed {0} specialty points from {1}","Ai eliminat {0} puncte de specialitate din {1}"
"You gave {0} levels to {1}","Ai dat {0} niveluri la {1}"
"You removed {0} levels from {1}","Ai eliminat {0} niveluri de la {1}"
"{0} has removed {1} specialty points from you.","{0} a eliminat {1} puncte de specialitate de la tine."
"You have been given {0} levels by {1}","Ți s-a dat {0} niveluri de {1}"
"{0} levels have been removed by {1}","{0} nivelurile au fost eliminate de {1}"
"You can't use emotes while sitting.","Nu puteți folosi emotioane în timp ce stați."
"You can't use this emote now.","Nu puteți utiliza acest emote acum."
"Logged in as '{0}'{1}.","Conectat ca '{0}'{1}."
"via STOVE",""
"via Steam",""
"Server Log",""
"The value must be between 0.01 and 1.",""
"Percentage to refund the player when they remove a specialty.",""
"Specialty Refund Percentage",""
"The value must be between 0.01 and 100.",""
"Item Stack Size Multiplier",""
"Item Weight Multiplier",""
"Fuel Amount Multiplier",""
"Storage Range Multiplier",""
"Renter",""
"Invitee",""
"Owner",""
"Whispers",""
"Random Candidate",""
"No Winner",""
"Incumbent Priority",""
"Non Incumbent Priority",""
"Pick a random candidate(s) between tied candidates.",""
"No action is taken, no winner is chosen.",""
"Choose the candidate(s) currently holding the title first, then those with the highest reputation.",""
"Choose the candidate(s) not currently holding the title, then those with the highest reputation.",""
"profiler",""
"Commands to profile the server and generate diagnostic data.",""
"Collects memory dump.",""
"cpu",""
"results",""
"Opens results page in web browser.",""
"ProfilingPlugin",""
"Current list of members.",""
"List of people who have been invited and can join anytime.",""
"List of people who have applied for membership and can be approved by the owner.",""
"Rollover Daily Playtime",""
"Maximum Playtime Before Exhausted",""
"Remaining playtime can be added to the next day.",""
"If Rollover Daily Playtime is true then this is the maximum hours playtime in a day. This limits how much playtime player can save up by not playing.",""
"Voice Chat Enabled",""
"When enabled, players will be able to use voice chat.",""
"Allows creation of schools and a different skill system that supports getting educated for easier gains. (Note: this system is not finished yet and currently disabled)",""
"Force China Locked Mode",""
"Debug English",""
"Should Simplified Chinese only be enabled, or should the all languages. You'll need to restart the server for changes to fully take effect.",""
"Debug",""
"Debug translations. You'll need to restart the server for changes to fully take effect.",""
"MessagingServer",""
"Channels",""
"maintenance",""
"Schedules an automatic shutdown",""
"clearmaintenance",""
"Clears currently scheduled user maintenance.",""
"levelwithwall",""
"levelwall",""
"Level the terrain with a wall",""
"notifications",""
"Commands related to notifications.",""
"mail",""
"m",""
"Send mail to the given user (or self if blank).",""
"residence",""
"Reports residency for a given user, or yourself if none passed",""
"Channel",""
"A channel is a citizen-defined communication hub.",""
"Managers are allowed to manage the channel details, including permission set.",""
"Users are allowed to participate in the discussions of the channel.",""
"removespecialty",""
"leveldown",""
"Removes a specialty that matches the passed string.",""
"Manages the citizens of this settlement.",""
"Make a citizen a resident of the given town. Removes them from the previous settlement.",""
"Make a given citizen leave citizenship of a given town.",""
"Move all citizens to the target settlement, or the first found if not set.",""
"Forces resolution of property crises by removing claims now.  Pass individual settlement, or leave blank for 'all settlements in crisis'.",""
"Citizens Per Town",""
"Towns Per Country",""
"Countries Per Federation",""
"Federations",""
"Government In Each Settlement",""
"Api Key",""
"Spawn Search Range",""
"API authentication key which may be used to access Web UI without a game user. May be used for external communication or by automation tools. Keep this setting a secret has it can be used to perform dangerous actions!",""
"API admin authentication key which may be used to access Web UI without a game user as an admin user. May be used for external communication or by automation tools. Keep this setting a secret has it can be used to perform dangerous actions!",""
"Spawn point search range when no exact locatiion is given.",""
"View the input and output pipes to this object.",""
"Auto Shutdown Hour",""
"Countdown Start",""
"Countdown Intervals",""
"Specifies how many seconds until the shutdown counter starts.",""
"Defines the announcement countdown intervals in minutes. The second countdown is handled by the CountdownStart setting.",""
"Work orders are made to indicate the beginning of a project. They can be completed by putting in the proper materials and labor.",""
"Tech Tree Visualizer",""
"The account to which the new currency is minted.",""
"Was this the first time the citizen has entered/left the demographic since they joined?",""
"Stars Refunded",""
"XPRefunded",""
"Lose Specialty",""
"A citizen lost a specialty.",""
"Number of stars refunded.",""
"Amount of XP refunded.",""
"Currency is a societal construct that makes trade easier.","Moneda este o construcție socială care facilitează comerțul."
"Create and manage access to bank accounts.",""
"View and create build orders from this crafting table.",""
"Sets the currency used to rent this workbench.",""
"Set the text to display on this sign.",""
"Set and view currencies to trade.",""
"View and set the fuel consumed by this object.",""
"Access the inventory of this object and any inventories in range.",""
"Create and mint new coins for currencies.",""
"View and set the attachment to this vehicle.",""
"Set and view the upgrade modules for this workbench.",""
"View the production of this generator and the status of the power grid.",""
"Examine status effects and room requirements for this object.",""
"Store Category",""
"Set authorization status for people and Demographics.",""
"A defined section of land, which can be referenced by laws and other systems.","O secțiune de teren definită, la care se poate face referire prin legi și alte sisteme."
"How To Proceed If Elections End In ATie",""
"How to proceed if there was a tie in the election",""
"Elected Titles are government officials that can be assigned permissions to manage government policy.","Titlurile alese sunt oficiali guvernamentali cărora li se pot atribui permisiuni pentru gestionarea politicii guvernamentale."
"Titles can be either appointed or elected titles, and are used to describe a citizen's job, social status, or responsibilities.",""
"Requirements For New Citizens",""
"Approver",""
"The left part of the comparison.",""
"The type of the comparison.",""
"The right part of the comparison.",""
"The person being checked.",""
"Laws determine rules and processes that all citizens are compelled to follow.",""
"A poll set to a group of citizens to determine a position or referendum.","Un sondaj a fost adresat unui grup de cetățeni pentru a stabili o poziție sau un referendum."
"The time the election started.",""
"The time the election ends or ended.",""
"The election process used for voting.",""
"The title that is voted upon.",""
"Actions that will occur once the election is completed.",""
"Vote for a candidate in an election.",""
"Ends an election immediately, blocking its result.",""
"A map that defines the areas of the world covered by a specific set of districts.",""
"Sleep in the bed to advance time.",""
"Ethanol",""
"Trailer Truck",""
"client",""
"wallHeight",""
"groundType",""
"wallType",""
"specialtyName",""
"Show/Hide Markers",""
"Switch Chat tabs",""
"Vehicle Ramps Down/Up",""
"Current Constitutions",""
"When your goal is to really light up the heaven!",""
"A simple hewn wooden nightstand you can pile unread books on.",""
"Nightstand",""
"A contraption to catch unsuspecting crabs in search of prey.",""
"A decorative table made from cast iron.",""
"A luxurious bed made from the finest cotton strands with added gold filling for the royal experience.",""
"It is very stable.",""
"Does not look very comfortable.",""
"A solid bed made slightly more comfortable by adding cotton.",""
"Teachable",""
"Crop Seed",""
"Wheat Ethanol",""
"Weave Wool Curtains",""
"Weave Small Bath Mat",""
"Weave Nylon Curtains",""
"Weave Large Bath Mat",""
"Weave Cotton Curtains",""
"Melting Fat",""
"Corn Ethanol",""
"Clean Crab",""
"Campfire Fish Small",""
"Fabric",""
"Large Fish",""
"Medium Fish",""
"Medium Wooly Carcass",""
"Small Fish",""
"Medium Leather Carcass",""
"A material used to make biodiesel. Not suitable for food.",""
"Harvestable",""
"A revolutionary method to acquire butter.",""
"Fertilizer Filler",""
"A multipurpose filler that is made from what you have available",""
"Window Grilles Edge",""
"Window Edge",""
"Window Corners",""
"Thin Wall Edge",""
"Thin Floor Top",""
"Thin Floor Bottom",""
"Small Corner Brace",""
"Constructable",""
"Road Type",""
"Excavatable",""
"Increases the headshot damage by 50 percent.",""
"Allows you to recover arrows shot into animals when harvesting them with a 50 percent chance.",""
"Can't dig while carrying {0}.",""
"Mayor",""
"Chief Executive",""
"Sultan",""
"Head of State",""
"Premier",""
"Chancellor",""
"United Nations",""
"League of Nations",""
"Federation of Earth",""
"Seeds",""
"Wooden crab pots must be placed underwater in salt water to function.",""
"Liquid",""
"Invalid api key",""
"QA mode inactive",""
"QA mode active (Authorized)",""
"QA mode partially active (Not Authorized)",""
"Developer authentication succeeded.",""
"Account isn't developer tier.",""
"A profiling session is being started for the server. Gameplay experience could be degraded for the time being.",""
"Results saved in {0} directory.",""
"To install `dotnet-dump`: {0}\nTo install `dotnet-trace`: {1}",""
"Profiling",""
"Take memory dump + profile CPU",""
"Take memory dump",""
"Profile CPU",""
"Profiling already in progress...",""
"Profiling started...",""
"Profiling finished",""
"Error while profiling",""
"Would you like to open the results directory?",""
"Could not start profiling",""
"Make sure you have `dotnet-dump` and `dotnet-trace` installed and available in your PATH.",""
"Check logs for installation details.",""
"The server has not been setup for profiling. Check logs for more details.",""
"Profiler",""
"Uninstall",""
"Install",""
"Download",""
"Unsubscribe",""
"Subscribe",""
"MoreInfo",""
"{0} is now {1}. Previously invalid because: {2}",""
"{0} is now {1}: {2}",""
"Citizen of {0}.",""
"Not a citizen of any settlement.",""
"Active Contracts",""
"Available Contracts",""
"Finished Contracts",""
"Failed Contracts",""
"This skill is currently being researched.\n{0} furthest ahead at {1} completion, located at {2}.",""
"{0} item tool will function much less efficiently until repaired.\n",""
"Test fold out Message {0}",""
"Foldout content",""
"Test Message {0}",""
"Send many messages",""
"Foldout",""
"Message from {0}: {1}",""
"Sent '{0}' to {1}.",""
"Notification test msg {0}:{1}",""
"Maintenance scheduled.",""
"Channel {0} already exists.",""
"Are you sure you want to delete channel {0}?",""
"Create","Crea"
"Channel name must be at least {0} characters long and cannot exceed {1} characters",""
"Channel name must start with a letter; may only contain letters, numbers and dashes/underscores; and must end with a letter or number.",""
"Unnamed Tab",""
"categories",""
"Select Chat Sources",""
"Chat sources",""
"sources",""
"Chat must contain at least one tab",""
"Message does not have a receiver specified.",""
"Message is empty.",""
"Message did not pass profanity check.",""
"You don't have access to {0}.",""
"Current Channels",""
"Click to show in the map. Ctrl+Shift+Click to create marker.",""
"Failed to invoke in-line button rpc with name: {0} on controller with linkID: {1} \n {2}",""
"Cacheable Types: {0}",""
"Cached tooltip strings: {0}",""
"Size of cached tooltip strings: {0}kb",""
"Tooltip cache cleared.",""
"Server Tooltip Cache:",""
"Clear server and client tooltip caches for all users.",""
"Display stats on tooltip debug.",""
"{0:n0} chat messages",""
"Chat & Notifications",""
"Sending to {0} instead of you",""
"test {0}",""
"Receive a mail with buttons, pressing any of the buttons gets you an okbox with the given args.",""
"Can only accept items associated with {0}.",""
"This storage only accepts food.",""
"Displays the tech tree visualizer and the research progress across the world.",""
"(has {0}",""
"World Difficulty Multiplier: {0}",""
"{0} started a work party {1}.",""
"Government Account",""
"{0} no longer in {1}, replaced with successor: {2}.",""
"No valid successors were found to replace {0} in position {1}.",""
"Trigger Properties",""
"Parameters",""
"Available Slots",""
"Advanced Properties",""
"These properties can be filtered in the Trigger section of a law, to determine when the trigger should be fired.",""
"These parameters will be available inside the 'If' and 'Then' sections of a law, and are filled in with whatever causes the trigger.",""
"Slots available for this requirement.",""
"Slots available for this action.",""
"Advanced properties can be viewed by clicking the settings icon.",""
"Laws From {0}",""
"No constitution on {0}.",""
"Election ended in a tie, no action taken.",""
"Election ended in a tie, winners were chosen randomly.",""
"Election ended in a tie, incumbent and highest reputation candidates were prioritized.",""
"Election ended in a tie, non-incumbent and highest reputation candidates were prioritized.",""
"You have already voted in this election.",""
"You may vote in this election.",""
"Every person is a member.",""
"In {0}, a new constitution {1} has overthrown the old constitution {2}!",""
"A new constitution {0} has overthrown the old constitution {1}!",""
"A new constitution {0} has been ratified in {1}!",""
"A new constitution {0} has been ratified!",""
"Craving satisfied",""
"Craving for {0} was satisfied",""
"Chop Chop",""
"Chopped down first tree.",""
"Make it rain",""
"Minted First currency: {0}.",""
"Minted First Currency.",""
"You were invited to {0} {1} at {2}. \n {3}",""
"You were un-invited to {0} at {1}.",""
"Invitation is invalid.",""
"Already a Resident",""
"Reject",""
"Cannot rename to {0}: name must be at least {1} characters long and cannot exceed {2} characters",""
"{0} has removed you from being a {1}.",""
"{0} has removed {1} from being a {2}.",""
"{0} is no longer a {1}.",""
"Anyone can become a {0} instantly without approval.",""
"{0} has applied to be a {1}. You may approve or reject this application on {2}.",""
"You were accepted by {0} and are now a {1}!",""
"You are now a {0}!",""
"{0} is now a {1}.",""
"You have invited {0} to become a {1}.",""
"You are now no longer a {0}.",""
"Invite People to Become a {0}",""
"Invited Person",""
"Invited People",""
"Remember: rooms can have small gaps (one or two spaces wide) for doors and windows.",""
"Join Discord",""
"Expand your property so you have room to grow.",""
"Target a rock and hold left mouse button.",""
"Begin Exploring",""
"Welcome to Eco, citizen.\n\nAround you is a living ecosystem, rich with plants, animals, and natural resources.  Take a look around.",""
"Find the Meteor",""
"Brace yourself, and look up. There's something orbiting the planet that you need to see.",""
"Look for the meteor in the sky.",""
"Explore the Map",""
"The map will let you see the world around you and the forces that affect it.",""
"Under 'Markers', click on 'Drop Marker' to mark a position.",""
"Set Up Camp",""
"Place your tent in a good location: either near established communities where you can trade, or out in the wilderness near natural resources.",""
"Place your tent in a location close to natural resources such as food, stone, and trees.",""
"Open your backpack.",""
"Get Equipped",""
"You've got some tools in your tent you can use to collect more resources. Grab those now.",""
"Open your tent.",""
"Click the storage tab.",""
"Start a Stockpile",""
"Next to your tent there is a small stockpile, let's fill it with wood to use in crafting.",""
"Chop the fallen log into pieces.",""
"Place 10 logs in the stockpile by your tent.",""
"Make a Workbench",""
"Find the Workbench Recipe and click 'Order'.",""
"Prepare Logs for Building",""
"Click 'Work' to spend calories on the crafting project.",""
"When complete, pick up the hewn logs from the storage tab.",""
"Claim More Land",""
"Build with a Hammer",""
"Share Your Property",""
"You can set who is able to use your property for both objects and deeds.",""
"Click the authorization tab.",""
"Open the Deed by clicking the property name. Add friends to the authorized list if you like.",""
"You can use a machete to move faster through thick vegetation.",""
"Build a House",""
"Complete your shelter to begin earning experience from it.\n",""
"Craft more hewn logs, and fully enclose a room with walls and a ceiling.",""
"Level the Landscape",""
"Use a shovel to move dirt.",""
"Target the ground and hold left mouse button.",""
"Mine Some Ore",""
"To mine, first break rocks into smaller pieces, then pick up the pieces.",""
"Choose a Specialty",""
"Choose a profession and specialty, and later you may trade the fruits of your labor with your fellow citizens.\n",""
"Specializations are grouped into professions. Inspect a profession by mousing over its specialties.",""
"Browse the Ecopedia",""
"You've reached the end of the tutorial, but there's much more depth to explore.",""
"The Ecopedia is your go-to source of information. There, you can look up and browse how all the systems work: like climate, nutrition, civics, residency, power, pollution, and much more.",""
"Find Food",""
"Eat a Balanced Diet",""
"You're low on calories, find wild food in the area..",""
"Find more wild food in the area.",""
"Eating a balanced diet will let you gain XP faster.",""
"Use the bed in your tent.",""
"Take a Nap",""
"To pass time faster, you can sleep in a bed.",""
"A profession is not a specialization.",""
"This will remove the specialty {0}, which will reset all talents gained and refund you with {1} of XP ({2}). This will also permanently drop the level of {3} to 0. Continue?",""
"Cannot unspecialize while haveing a work order in progress that is using that specialization",""
"You must wait {0} day(s) before unspecializing again.",""
"Plot claimed for {0}.",""
"Plot unclaimed for {0}.",""
"Objects destroyed: {0}",""
"Configure Settlement Spawns",""
"Spawn a debug set of settlements.",""
"Return {0} to {1}.",""
"Have more citizens join the settlement.",""
"Removed {0} from {1} due to lack of supporting population levels.",""
"Property crisis has been resolved!",""
"Property crisis still active, still need to return {0}.",""
"The population of {0} has increased to {1}.",""
"{0} have been added to {1}.",""
"Property Crisis for {0} resolved.",""
"Removed {0} {1} from {2}",""
"Removed placed {0} at {1}.",""
"property crisis",""
"{0} has solved it's property crisis!",""
"{0} new {1} items",""
"Join {0}",""
"The {0} {1}",""
"{0} Immigration Policy",""
"{0} Constitution",""
"Laws Affecting Current Position",""
"Law","Lege"
"Make a given citizen remove all its citizens (or all settlements if none passed).",""
"Citizen of {0}",""
"You are already a citizen of {0}, are you sure you want to abandon that and become a citizen of {1}?",""
"Starts a deed for {0} when placed.",""
"You can now claim {0} more plots on {1} ({2} total).",""
"You can now claim {0} fewer plots on {1} ({2} total).",""
"Default Plots from Stake: {0}",""
"Total: {0} ({1} currently claimed).",""
"Default Plots from Stake:",""
"Claims From {0}:",""
"{0} ({1} currently claimed).",""
"This is not on owned property and no plots can be claimed.",""
"Plot Sources",""
"Claim Papers are in use. Unclaim plots first.",""
"this.DescribePlotsClaimed",""
"Current citizen count in {0}: {1}",""
"Items contributed towards property crisis successfully.",""
"this inventory",""
"properties",""
"{0}'s Property",""
"Your property {0} has a home value of {1} and you can set it as your residency. \n {2}",""
"Set Residency",""
"Change Residency",""
"You have {0} remaining until you feel exhausted",""
"You are feeling quite exhausted and can't work another minute! You can work again in {0}",""
"You are too exhausted to expend more calories. You can work again in: {0}",""
"Exhaustion",""
"On this server, you are set to become exhausted after {0}. Once you are exhausted, you can still interact in the world, but cannot spend calories.",""
"Check your exhaustion level.",""
"Can't seed a tree within {0} meters of another tree.\n\nClosest tree is {1} at {2:N1} meters {3}.",""
"Is a {0}",""
"You cannot schedule maintenance for {0}. Automatic maintenance is scheduled at {1}.",""
"Maintenance cannot be in the past.",""
"User maintenance already scheduled. Clear the existing user maintenance first.",""
"Invalid date and time",""
"Next maintenance at {0}",""
"Server is shutting down {0}. Reason: {1}.",""
"Server is scheduled to shutdown at {0}. Reason: {1}",""
"No maintenance scheduled.",""
"Server shutdown has been cancelled.",""
"Previously scheduled shutdown has been cancelled. Auto maintenance shutdown will happen in",""
"Maintenance",""
"Use Ctrl+Click to apply {0}x calories.",""
"Use Alt+Click to apply all calories",""
"calories of {0} labor",""
"Can't perform action without user",""
"Cannot plant in the skies.",""
"Harvested from Species",""
"Wooden Barge",""
"Small Wooden Boat",""
"Unable to {0} here. You reached the sky!",""
"You briefly faint and lose control of the {0}. You are starving!",""
"General Goods",""
"earned",""
"spent",""
"Take {0}",""
"Labor on {0}",""
"You do not have the ability to remove this in the constitution: {0}.",""
"{0} List",""
"Global constitution isn't created properly",""
"Immigration Policies",""
"Immigration Policy",""
"Can't find election!!",""
"Cannot execute civic actions without a valid Constitution on {0}.",""
"Finished in {0} sec",""
"ID already existed in universal id table",""
"Steam Game Server initialized",""
"Error downloading mods",""
"Requires {0} Level {1}",""
"{0} Researching",""
"Discovered by: {0}",""
"{0} Level {1}:",""
"Recipes unlocked at {0}",""
"Cart",""
"Total size of cached strings: {0}kb",""
"(queried from server)",""
"Client Tooltip Cache:",""
"Out of stock.",""
"Select Item Filter",""
"{0} stacks hidden by filter.",""
"Achievements:",""
"Do you wish to receive {0} {1} in exchange for your {2} {3}?",""
"Editor was closed because {0} was deleted.",""
"To {0}",""
"{0} whispers",""
"SearchableListUI is not support type {0}",""
"{0} plots, {1} sq m.",""
"Wardrobe",""
"Claims",""
"Can't leave vehicle, the way out is blocked",""
"Select Items for {0}",""
"Unknown Source",""
"Completed the {0} tutorial",""
"Glass Refraction",""
"High Quality Water",""
"Mod Image",""
"Hand",""
"Server ID: {0}",""
"Changes the distance at which game objects are rendered.\r\n\nPerformance\r impact: High",""
"Volumetric Lighting",""
"Used to simulate outdoor light rays in the enviroment.\n\nPerformance Impact: Average",""
"\nAllows carts to be controlled by mouse in addition to keys. Also returns old way of carts behavior as it was in earlier versions.",""
"Effect used to reproduce an imaging artifact of real-world cameras.\n\nPerformance Impact: Average",""
"Extent of the observable game world that is seen on the display at any\r given moment in the third person view. Bounds depend on camera distance.\n\nPerformance\r impact: None",""
"Autocraft\n",""
"Master Input Inventories Toggle",""
"Switching On/Off all Linked Inventories' ""Input Inventory"" toggle at once.",""
"Master Output Inventories Toggle",""
"Switching On/Off all Linked Inventories' ""Output Inventory"" toggle at once.",""
"The store is opened for customers. \nYou can temporary close it by switching the toggle.",""
"Expand/Collapse children",""
"Expands or collapses the children settlements",""
"The hammer can shape the material into many forms: windows, floors, stairs, etc.",""
"How to Build",""
"All the forms can be built one at a time or in multiples.",""
